test_neg_mean_absolute_error_mean,test_neg_mean_squared_error_mean,test_r2_mean,test_neg_mean_absolute_error_std,test_neg_mean_squared_error_std,test_r2_std,model
-1.5217329537218096,-3.1872163500689044,-0.0452476850211883,0.041385000024727135,0.1537148524893786,0.031120233899635048,LinearRegression
-1.568309,-3.3177869390000003,-0.08807191372107677,0.04087041538815082,0.12989016384519547,0.013195551140777808,RandomForestRegressor
