mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.002954721450805664,0.0005550075838675037,0.0033667564392089845,0.00024799485991774137,0.01,l2,lbfgs,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs'}",0.03571428571428571,0.0,0.0,0.0,0.03636363636363636,0.014415584415584414,0.017656607168163467,4
0.00430445671081543,0.0006441092858230788,0.0035712718963623047,0.00011270528155183832,0.1,l2,lbfgs,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.1791044776119403,0.11764705882352941,0.06451612903225806,0.15384615384615385,0.17647058823529413,0.13831688150983515,0.04297507246792324,2
0.005959129333496094,0.00047876907471770396,0.003497886657714844,0.0004004994834007976,1.0,l2,lbfgs,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.17391304347826086,0.11267605633802817,0.06451612903225806,0.12121212121212122,0.17391304347826086,0.12924607870778584,0.04127796502490521,3
0.0059413909912109375,0.0002899090317210477,0.0024724483489990236,0.00025117776489473517,10.0,l2,lbfgs,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}",0.17647058823529413,0.11267605633802817,0.125,0.14705882352941177,0.17142857142857143,0.1465268079062611,0.02500515022112451,1
